/api/admin/account-lookup | plain | DELETE | admin-spa = deny
/api/github-trust-policies/{id} | id | QUERY | cua-cli = allow
/api/github-trust-policies/{id} | id | QUERY | dcr-client = deny
/api/github-trust-policies/{id} | id | QUERY | empty-sub = deny
/api/github-trust-policies/{id} | id | QUERY | github-oidc = deny
/api/github-trust-policies/{id} | id | QUERY | oauth2-proxy = deny
/api/github-trust-policies/{id} | id | QUERY | per-key-other-ns = deny
/api/github-trust-policies/{id} | id | QUERY | per-key-owned-ns = deny
/api/github-trust-policies/{id} | id | QUERY | spa = allow
/api/github-trust-policies/{id} | id | QUERY | user-key = deny
/api/github-trust-policies/{id} | id | QUERY | user-key-verified = allow
/api/image-uploads/presign | plain | DELETE | admin-spa = allow
/api/image-uploads/presign | plain | DELETE | cua-cli = allow
/api/image-uploads/presign | plain | DELETE | dcr-client = deny
/api/image-uploads/presign | plain | DELETE | empty-sub = deny
/api/image-uploads/presign | plain | DELETE | github-oidc = allow
/api/image-uploads/presign | plain | DELETE | oauth2-proxy = deny
/api/image-uploads/presign | plain | DELETE | per-key-other-ns = allow
/api/image-uploads/presign | plain | DELETE | per-key-owned-ns = allow
/api/image-uploads/presign | plain | DELETE | spa = allow
/api/image-uploads/presign | plain | DELETE | user-key = allow
/api/image-uploads/presign | plain | DELETE | user-key-verified = allow
/api/image-uploads/presign | plain | GET | admin-spa = allow
/api/image-uploads/presign | plain | GET | cua-cli = allow
/api/image-uploads/presign | plain | GET | dcr-client = deny
/api/image-uploads/presign | plain | GET | empty-sub = deny
/api/image-uploads/presign | plain | GET | github-oidc = allow
/api/image-uploads/presign | plain | GET | oauth2-proxy = deny
/api/image-uploads/presign | plain | GET | per-key-other-ns = allow
/api/image-uploads/presign | plain | GET | per-key-owned-ns = allow
/api/image-uploads/presign | plain | GET | spa = allow
/api/image-uploads/presign | plain | GET | user-key = allow
/api/image-uploads/presign | plain | GET | user-key-verified = allow
/api/image-uploads/presign | plain | PATCH | admin-spa = allow
/api/image-uploads/presign | plain | PATCH | cua-cli = allow
/api/image-uploads/presign | plain | PATCH | dcr-client = deny
/api/image-uploads/presign | plain | PATCH | empty-sub = deny
/api/image-uploads/presign | plain | PATCH | github-oidc = allow
/api/image-uploads/presign | plain | PATCH | oauth2-proxy = deny
/api/image-uploads/presign | plain | PATCH | per-key-other-ns = allow
/api/image-uploads/presign | plain | PATCH | per-key-owned-ns = allow
/api/image-uploads/presign | plain | PATCH | spa = allow
/api/image-uploads/presign | plain | PATCH | user-key = allow
/api/image-uploads/presign | plain | PATCH | user-key-verified = allow
/api/image-uploads/presign | plain | POST | admin-spa = allow
/api/image-uploads/presign | plain | POST | cua-cli = deny
/api/image-uploads/presign | plain | POST | dcr-client = deny
/api/image-uploads/presign | plain | POST | empty-sub = deny
/api/image-uploads/presign | plain | POST | github-oidc = deny
/api/image-uploads/presign | plain | POST | oauth2-proxy = deny
/api/image-uploads/presign | plain | POST | per-key-other-ns = deny
/api/image-uploads/presign | plain | POST | per-key-owned-ns = deny
/api/image-uploads/presign | plain | POST | spa = deny
/api/image-uploads/presign | plain | POST | user-key = deny
/api/image-uploads/presign | plain | POST | user-key-verified = deny
/api/image-uploads/presign | plain | QUERY | admin-spa = allow
/api/image-uploads/presign | plain | QUERY | cua-cli = allow
/api/image-uploads/presign | plain | QUERY | dcr-client = deny
/api/image-uploads/presign | plain | QUERY | empty-sub = deny
/api/image-uploads/presign | plain | QUERY | github-oidc = allow
/api/image-uploads/presign | plain | QUERY | oauth2-proxy = deny
/api/image-uploads/presign | plain | QUERY | per-key-other-ns = allow
/api/image-uploads/presign | plain | QUERY | per-key-owned-ns = allow
/api/image-uploads/presign | plain | QUERY | spa = allow
/api/image-uploads/presign | plain | QUERY | user-key = allow
/api/image-uploads/presign | plain | QUERY | user-key-verified = allow
/api/k8s/{path...} | capsule-tenants | DELETE | admin-spa = deny
/api/k8s/{path...} | capsule-tenants | DELETE | cua-cli = deny
/api/k8s/{path...} | capsule-tenants | DELETE | dcr-client = deny
/api/k8s/{path...} | capsule-tenants | DELETE | empty-sub = deny
/api/k8s/{path...} | capsule-tenants | DELETE | github-oidc = deny
/api/k8s/{path...} | capsule-tenants | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | capsule-tenants | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | capsule-tenants | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | capsule-tenants | DELETE | spa = deny
/api/k8s/{path...} | capsule-tenants | DELETE | user-key = deny
/api/k8s/{path...} | capsule-tenants | DELETE | user-key-verified = deny
/api/k8s/{path...} | capsule-tenants | GET | admin-spa = deny
/api/k8s/{path...} | capsule-tenants | GET | cua-cli = deny
/api/k8s/{path...} | capsule-tenants | GET | dcr-client = deny
/api/k8s/{path...} | capsule-tenants | GET | empty-sub = deny
/api/k8s/{path...} | capsule-tenants | GET | github-oidc = deny
/api/k8s/{path...} | capsule-tenants | GET | oauth2-proxy = deny
/api/k8s/{path...} | capsule-tenants | GET | per-key-other-ns = deny
/api/k8s/{path...} | capsule-tenants | GET | per-key-owned-ns = deny
/api/k8s/{path...} | capsule-tenants | GET | spa = deny
/api/k8s/{path...} | capsule-tenants | GET | user-key = deny
/api/k8s/{path...} | capsule-tenants | GET | user-key-verified = deny
/api/k8s/{path...} | capsule-tenants | PATCH | admin-spa = deny
/api/k8s/{path...} | capsule-tenants | PATCH | cua-cli = deny
/api/k8s/{path...} | capsule-tenants | PATCH | dcr-client = deny
/api/k8s/{path...} | capsule-tenants | PATCH | empty-sub = deny
/api/k8s/{path...} | capsule-tenants | PATCH | github-oidc = deny
/api/k8s/{path...} | capsule-tenants | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | capsule-tenants | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | capsule-tenants | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | capsule-tenants | PATCH | spa = deny
/api/k8s/{path...} | capsule-tenants | PATCH | user-key = deny
/api/k8s/{path...} | capsule-tenants | PATCH | user-key-verified = deny
/api/k8s/{path...} | capsule-tenants | POST | admin-spa = deny
/api/k8s/{path...} | capsule-tenants | POST | cua-cli = deny
/api/k8s/{path...} | capsule-tenants | POST | dcr-client = deny
/api/k8s/{path...} | capsule-tenants | POST | empty-sub = deny
/api/k8s/{path...} | capsule-tenants | POST | github-oidc = deny
/api/k8s/{path...} | capsule-tenants | POST | oauth2-proxy = deny
/api/k8s/{path...} | capsule-tenants | POST | per-key-other-ns = deny
/api/k8s/{path...} | capsule-tenants | POST | per-key-owned-ns = deny
/api/k8s/{path...} | capsule-tenants | POST | spa = deny
/api/k8s/{path...} | capsule-tenants | POST | user-key = deny
/api/k8s/{path...} | capsule-tenants | POST | user-key-verified = deny
/api/k8s/{path...} | capsule-tenants | QUERY | admin-spa = deny
/api/k8s/{path...} | capsule-tenants | QUERY | cua-cli = deny
/api/k8s/{path...} | capsule-tenants | QUERY | dcr-client = deny
/api/k8s/{path...} | capsule-tenants | QUERY | empty-sub = deny
/api/k8s/{path...} | capsule-tenants | QUERY | github-oidc = deny
/api/k8s/{path...} | capsule-tenants | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | capsule-tenants | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | capsule-tenants | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | capsule-tenants | QUERY | spa = deny
/api/k8s/{path...} | capsule-tenants | QUERY | user-key = deny
/api/k8s/{path...} | capsule-tenants | QUERY | user-key-verified = deny
/api/k8s/{path...} | claim-item | DELETE | admin-spa = allow
/api/k8s/{path...} | claim-item | DELETE | cua-cli = allow
/api/k8s/{path...} | claim-item | DELETE | dcr-client = deny
/api/k8s/{path...} | claim-item | DELETE | empty-sub = deny
/api/k8s/{path...} | claim-item | DELETE | github-oidc = allow
/api/k8s/{path...} | claim-item | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | claim-item | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | claim-item | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | claim-item | DELETE | spa = allow
/api/k8s/{path...} | claim-item | DELETE | user-key = allow
/api/k8s/{path...} | claim-item | DELETE | user-key-verified = allow
/api/k8s/{path...} | claim-item | GET | admin-spa = allow
/api/k8s/{path...} | claim-item | GET | cua-cli = allow
/api/k8s/{path...} | claim-item | GET | dcr-client = deny
/api/k8s/{path...} | claim-item | GET | empty-sub = deny
/api/k8s/{path...} | claim-item | GET | github-oidc = allow
/api/k8s/{path...} | claim-item | GET | oauth2-proxy = deny
/api/k8s/{path...} | claim-item | GET | per-key-other-ns = deny
/api/k8s/{path...} | claim-item | GET | per-key-owned-ns = deny
/api/k8s/{path...} | claim-item | GET | spa = allow
/api/k8s/{path...} | claim-item | GET | user-key = allow
/api/k8s/{path...} | claim-item | GET | user-key-verified = allow
/api/k8s/{path...} | claim-item | PATCH | admin-spa = allow
/api/k8s/{path...} | claim-item | PATCH | cua-cli = allow
/api/k8s/{path...} | claim-item | PATCH | dcr-client = deny
/api/k8s/{path...} | claim-item | PATCH | empty-sub = deny
/api/k8s/{path...} | claim-item | PATCH | github-oidc = allow
/api/k8s/{path...} | claim-item | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | claim-item | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | claim-item | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | claim-item | PATCH | spa = allow
/api/k8s/{path...} | claim-item | PATCH | user-key = allow
/api/k8s/{path...} | claim-item | PATCH | user-key-verified = allow
/api/k8s/{path...} | claim-item | POST | admin-spa = deny
/api/k8s/{path...} | claim-item | POST | cua-cli = deny
/api/k8s/{path...} | claim-item | POST | dcr-client = deny
/api/k8s/{path...} | claim-item | POST | empty-sub = deny
/api/k8s/{path...} | claim-item | POST | github-oidc = deny
/api/k8s/{path...} | claim-item | POST | oauth2-proxy = deny
/api/k8s/{path...} | claim-item | POST | per-key-other-ns = deny
/api/k8s/{path...} | claim-item | POST | per-key-owned-ns = deny
/api/k8s/{path...} | claim-item | POST | spa = deny
/api/k8s/{path...} | claim-item | POST | user-key = deny
/api/k8s/{path...} | claim-item | POST | user-key-verified = deny
/api/k8s/{path...} | claim-item | QUERY | admin-spa = deny
/api/k8s/{path...} | claim-item | QUERY | cua-cli = deny
/api/k8s/{path...} | claim-item | QUERY | dcr-client = deny
/api/k8s/{path...} | claim-item | QUERY | empty-sub = deny
/api/k8s/{path...} | claim-item | QUERY | github-oidc = deny
/api/k8s/{path...} | claim-item | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | claim-item | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | claim-item | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | claim-item | QUERY | spa = deny
/api/k8s/{path...} | claim-item | QUERY | user-key = deny
/api/k8s/{path...} | claim-item | QUERY | user-key-verified = deny
/api/k8s/{path...} | claim-status | DELETE | admin-spa = deny
/api/k8s/{path...} | claim-status | DELETE | cua-cli = deny
/api/k8s/{path...} | claim-status | DELETE | dcr-client = deny
/api/k8s/{path...} | claim-status | DELETE | empty-sub = deny
/api/k8s/{path...} | claim-status | DELETE | github-oidc = deny
/api/k8s/{path...} | claim-status | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | claim-status | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | claim-status | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | claim-status | DELETE | spa = deny
/api/k8s/{path...} | claim-status | DELETE | user-key = deny
/api/k8s/{path...} | claim-status | DELETE | user-key-verified = deny
/api/k8s/{path...} | claim-status | GET | admin-spa = deny
/api/k8s/{path...} | claim-status | GET | cua-cli = deny
/api/k8s/{path...} | claim-status | GET | dcr-client = deny
/api/k8s/{path...} | claim-status | GET | empty-sub = deny
/api/k8s/{path...} | claim-status | GET | github-oidc = deny
/api/k8s/{path...} | claim-status | GET | oauth2-proxy = deny
/api/k8s/{path...} | claim-status | GET | per-key-other-ns = deny
/api/k8s/{path...} | claim-status | GET | per-key-owned-ns = deny
/api/k8s/{path...} | claim-status | GET | spa = deny
/api/k8s/{path...} | claim-status | GET | user-key = deny
/api/k8s/{path...} | claim-status | GET | user-key-verified = deny
/api/k8s/{path...} | claim-status | PATCH | admin-spa = allow
/api/k8s/{path...} | claim-status | PATCH | cua-cli = allow
/api/k8s/{path...} | claim-status | PATCH | dcr-client = deny
/api/k8s/{path...} | claim-status | PATCH | empty-sub = deny
/api/k8s/{path...} | claim-status | PATCH | github-oidc = deny
/api/k8s/{path...} | claim-status | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | claim-status | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | claim-status | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | claim-status | PATCH | spa = allow
/api/k8s/{path...} | claim-status | PATCH | user-key = allow
/api/k8s/{path...} | claim-status | PATCH | user-key-verified = allow
/api/k8s/{path...} | claim-status | POST | admin-spa = deny
/api/k8s/{path...} | claim-status | POST | cua-cli = deny
/api/k8s/{path...} | claim-status | POST | dcr-client = deny
/api/k8s/{path...} | claim-status | POST | empty-sub = deny
/api/k8s/{path...} | claim-status | POST | github-oidc = deny
/api/k8s/{path...} | claim-status | POST | oauth2-proxy = deny
/api/k8s/{path...} | claim-status | POST | per-key-other-ns = deny
/api/k8s/{path...} | claim-status | POST | per-key-owned-ns = deny
/api/k8s/{path...} | claim-status | POST | spa = deny
/api/k8s/{path...} | claim-status | POST | user-key = deny
/api/k8s/{path...} | claim-status | POST | user-key-verified = deny
/api/k8s/{path...} | claim-status | QUERY | admin-spa = deny
/api/k8s/{path...} | claim-status | QUERY | cua-cli = deny
/api/k8s/{path...} | claim-status | QUERY | dcr-client = deny
/api/k8s/{path...} | claim-status | QUERY | empty-sub = deny
/api/k8s/{path...} | claim-status | QUERY | github-oidc = deny
/api/k8s/{path...} | claim-status | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | claim-status | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | claim-status | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | claim-status | QUERY | spa = deny
/api/k8s/{path...} | claim-status | QUERY | user-key = deny
/api/k8s/{path...} | claim-status | QUERY | user-key-verified = deny
/api/k8s/{path...} | cluster-claims | DELETE | admin-spa = deny
/api/k8s/{path...} | cluster-claims | DELETE | cua-cli = deny
/api/k8s/{path...} | cluster-claims | DELETE | dcr-client = deny
/api/k8s/{path...} | cluster-claims | DELETE | empty-sub = deny
/api/k8s/{path...} | cluster-claims | DELETE | github-oidc = deny
/api/k8s/{path...} | cluster-claims | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | cluster-claims | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | cluster-claims | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-claims | DELETE | spa = deny
/api/k8s/{path...} | cluster-claims | DELETE | user-key = deny
/api/k8s/{path...} | cluster-claims | DELETE | user-key-verified = deny
/api/k8s/{path...} | cluster-claims | GET | admin-spa = deny
/api/k8s/{path...} | cluster-claims | GET | cua-cli = deny
/api/k8s/{path...} | cluster-claims | GET | dcr-client = deny
/api/k8s/{path...} | cluster-claims | GET | empty-sub = deny
/api/k8s/{path...} | cluster-claims | GET | github-oidc = deny
/api/k8s/{path...} | cluster-claims | GET | oauth2-proxy = deny
/api/k8s/{path...} | cluster-claims | GET | per-key-other-ns = deny
/api/k8s/{path...} | cluster-claims | GET | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-claims | GET | spa = deny
/api/k8s/{path...} | cluster-claims | GET | user-key = deny
/api/k8s/{path...} | cluster-claims | GET | user-key-verified = deny
/api/k8s/{path...} | cluster-claims | PATCH | admin-spa = deny
/api/k8s/{path...} | cluster-claims | PATCH | cua-cli = deny
/api/k8s/{path...} | cluster-claims | PATCH | dcr-client = deny
/api/k8s/{path...} | cluster-claims | PATCH | empty-sub = deny
/api/k8s/{path...} | cluster-claims | PATCH | github-oidc = deny
/api/k8s/{path...} | cluster-claims | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | cluster-claims | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | cluster-claims | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-claims | PATCH | spa = deny
/api/k8s/{path...} | cluster-claims | PATCH | user-key = deny
/api/k8s/{path...} | cluster-claims | PATCH | user-key-verified = deny
/api/k8s/{path...} | cluster-claims | POST | admin-spa = deny
/api/k8s/{path...} | cluster-claims | POST | cua-cli = deny
/api/k8s/{path...} | cluster-claims | POST | dcr-client = deny
/api/k8s/{path...} | cluster-claims | POST | empty-sub = deny
/api/k8s/{path...} | cluster-claims | POST | github-oidc = deny
/api/k8s/{path...} | cluster-claims | POST | oauth2-proxy = deny
/api/k8s/{path...} | cluster-claims | POST | per-key-other-ns = deny
/api/k8s/{path...} | cluster-claims | POST | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-claims | POST | spa = deny
/api/k8s/{path...} | cluster-claims | POST | user-key = deny
/api/k8s/{path...} | cluster-claims | POST | user-key-verified = deny
/api/k8s/{path...} | cluster-claims | QUERY | admin-spa = deny
/api/k8s/{path...} | cluster-claims | QUERY | cua-cli = deny
/api/k8s/{path...} | cluster-claims | QUERY | dcr-client = deny
/api/k8s/{path...} | cluster-claims | QUERY | empty-sub = deny
/api/k8s/{path...} | cluster-claims | QUERY | github-oidc = deny
/api/k8s/{path...} | cluster-claims | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | cluster-claims | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | cluster-claims | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-claims | QUERY | spa = deny
/api/k8s/{path...} | cluster-claims | QUERY | user-key = deny
/api/k8s/{path...} | cluster-claims | QUERY | user-key-verified = deny
/api/k8s/{path...} | cluster-events | DELETE | admin-spa = deny
/api/k8s/{path...} | cluster-events | DELETE | cua-cli = deny
/api/k8s/{path...} | cluster-events | DELETE | dcr-client = deny
/api/k8s/{path...} | cluster-events | DELETE | empty-sub = deny
/api/k8s/{path...} | cluster-events | DELETE | github-oidc = deny
/api/k8s/{path...} | cluster-events | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | cluster-events | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | cluster-events | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-events | DELETE | spa = deny
/api/k8s/{path...} | cluster-events | DELETE | user-key = deny
/api/k8s/{path...} | cluster-events | DELETE | user-key-verified = deny
/api/k8s/{path...} | cluster-events | GET | admin-spa = deny
/api/k8s/{path...} | cluster-events | GET | cua-cli = deny
/api/k8s/{path...} | cluster-events | GET | dcr-client = deny
/api/k8s/{path...} | cluster-events | GET | empty-sub = deny
/api/k8s/{path...} | cluster-events | GET | github-oidc = deny
/api/k8s/{path...} | cluster-events | GET | oauth2-proxy = deny
/api/k8s/{path...} | cluster-events | GET | per-key-other-ns = deny
/api/k8s/{path...} | cluster-events | GET | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-events | GET | spa = deny
/api/k8s/{path...} | cluster-events | GET | user-key = deny
/api/k8s/{path...} | cluster-events | GET | user-key-verified = deny
/api/k8s/{path...} | cluster-events | PATCH | admin-spa = deny
/api/k8s/{path...} | cluster-events | PATCH | cua-cli = deny
/api/k8s/{path...} | cluster-events | PATCH | dcr-client = deny
/api/k8s/{path...} | cluster-events | PATCH | empty-sub = deny
/api/k8s/{path...} | cluster-events | PATCH | github-oidc = deny
/api/k8s/{path...} | cluster-events | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | cluster-events | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | cluster-events | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-events | PATCH | spa = deny
/api/k8s/{path...} | cluster-events | PATCH | user-key = deny
/api/k8s/{path...} | cluster-events | PATCH | user-key-verified = deny
/api/k8s/{path...} | cluster-events | POST | admin-spa = deny
/api/k8s/{path...} | cluster-events | POST | cua-cli = deny
/api/k8s/{path...} | cluster-events | POST | dcr-client = deny
/api/k8s/{path...} | cluster-events | POST | empty-sub = deny
/api/k8s/{path...} | cluster-events | POST | github-oidc = deny
/api/k8s/{path...} | cluster-events | POST | oauth2-proxy = deny
/api/k8s/{path...} | cluster-events | POST | per-key-other-ns = deny
/api/k8s/{path...} | cluster-events | POST | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-events | POST | spa = deny
/api/k8s/{path...} | cluster-events | POST | user-key = deny
/api/k8s/{path...} | cluster-events | POST | user-key-verified = deny
/api/k8s/{path...} | cluster-events | QUERY | admin-spa = deny
/api/k8s/{path...} | cluster-events | QUERY | cua-cli = deny
/api/k8s/{path...} | cluster-events | QUERY | dcr-client = deny
/api/k8s/{path...} | cluster-events | QUERY | empty-sub = deny
/api/k8s/{path...} | cluster-events | QUERY | github-oidc = deny
/api/k8s/{path...} | cluster-events | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | cluster-events | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | cluster-events | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-events | QUERY | spa = deny
/api/k8s/{path...} | cluster-events | QUERY | user-key = deny
/api/k8s/{path...} | cluster-events | QUERY | user-key-verified = deny
/api/k8s/{path...} | cluster-images | DELETE | admin-spa = deny
/api/k8s/{path...} | cluster-images | DELETE | cua-cli = deny
/api/k8s/{path...} | cluster-images | DELETE | dcr-client = deny
/api/k8s/{path...} | cluster-images | DELETE | empty-sub = deny
/api/k8s/{path...} | cluster-images | DELETE | github-oidc = deny
/api/k8s/{path...} | cluster-images | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | cluster-images | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | cluster-images | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-images | DELETE | spa = deny
/api/k8s/{path...} | cluster-images | DELETE | user-key = deny
/api/k8s/{path...} | cluster-images | DELETE | user-key-verified = deny
/api/k8s/{path...} | cluster-images | GET | admin-spa = deny
/api/k8s/{path...} | cluster-images | GET | cua-cli = deny
/api/k8s/{path...} | cluster-images | GET | dcr-client = deny
/api/k8s/{path...} | cluster-images | GET | empty-sub = deny
/api/k8s/{path...} | cluster-images | GET | github-oidc = deny
/api/k8s/{path...} | cluster-images | GET | oauth2-proxy = deny
/api/k8s/{path...} | cluster-images | GET | per-key-other-ns = deny
/api/k8s/{path...} | cluster-images | GET | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-images | GET | spa = deny
/api/k8s/{path...} | cluster-images | GET | user-key = deny
/api/k8s/{path...} | cluster-images | GET | user-key-verified = deny
/api/k8s/{path...} | cluster-images | PATCH | admin-spa = deny
/api/k8s/{path...} | cluster-images | PATCH | cua-cli = deny
/api/k8s/{path...} | cluster-images | PATCH | dcr-client = deny
/api/k8s/{path...} | cluster-images | PATCH | empty-sub = deny
/api/k8s/{path...} | cluster-images | PATCH | github-oidc = deny
/api/k8s/{path...} | cluster-images | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | cluster-images | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | cluster-images | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-images | PATCH | spa = deny
/api/k8s/{path...} | cluster-images | PATCH | user-key = deny
/api/k8s/{path...} | cluster-images | PATCH | user-key-verified = deny
/api/k8s/{path...} | cluster-images | POST | admin-spa = deny
/api/k8s/{path...} | cluster-images | POST | cua-cli = deny
/api/k8s/{path...} | cluster-images | POST | dcr-client = deny
/api/k8s/{path...} | cluster-images | POST | empty-sub = deny
/api/k8s/{path...} | cluster-images | POST | github-oidc = deny
/api/k8s/{path...} | cluster-images | POST | oauth2-proxy = deny
/api/k8s/{path...} | cluster-images | POST | per-key-other-ns = deny
/api/k8s/{path...} | cluster-images | POST | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-images | POST | spa = deny
/api/k8s/{path...} | cluster-images | POST | user-key = deny
/api/k8s/{path...} | cluster-images | POST | user-key-verified = deny
/api/k8s/{path...} | cluster-images | QUERY | admin-spa = deny
/api/k8s/{path...} | cluster-images | QUERY | cua-cli = deny
/api/k8s/{path...} | cluster-images | QUERY | dcr-client = deny
/api/k8s/{path...} | cluster-images | QUERY | empty-sub = deny
/api/k8s/{path...} | cluster-images | QUERY | github-oidc = deny
/api/k8s/{path...} | cluster-images | QUERY | oauth2-proxy = deny
/api/k8s/{path...} | cluster-images | QUERY | per-key-other-ns = deny
/api/k8s/{path...} | cluster-images | QUERY | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-images | QUERY | spa = deny
/api/k8s/{path...} | cluster-images | QUERY | user-key = deny
/api/k8s/{path...} | cluster-images | QUERY | user-key-verified = deny
/api/k8s/{path...} | cluster-nodes | DELETE | admin-spa = deny
/api/k8s/{path...} | cluster-nodes | DELETE | cua-cli = deny
/api/k8s/{path...} | cluster-nodes | DELETE | dcr-client = deny
/api/k8s/{path...} | cluster-nodes | DELETE | empty-sub = deny
/api/k8s/{path...} | cluster-nodes | DELETE | github-oidc = deny
/api/k8s/{path...} | cluster-nodes | DELETE | oauth2-proxy = deny
/api/k8s/{path...} | cluster-nodes | DELETE | per-key-other-ns = deny
/api/k8s/{path...} | cluster-nodes | DELETE | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-nodes | DELETE | spa = deny
/api/k8s/{path...} | cluster-nodes | DELETE | user-key = deny
/api/k8s/{path...} | cluster-nodes | DELETE | user-key-verified = deny
/api/k8s/{path...} | cluster-nodes | GET | admin-spa = deny
/api/k8s/{path...} | cluster-nodes | GET | cua-cli = deny
/api/k8s/{path...} | cluster-nodes | GET | dcr-client = deny
/api/k8s/{path...} | cluster-nodes | GET | empty-sub = deny
/api/k8s/{path...} | cluster-nodes | GET | github-oidc = deny
/api/k8s/{path...} | cluster-nodes | GET | oauth2-proxy = deny
/api/k8s/{path...} | cluster-nodes | GET | per-key-other-ns = deny
/api/k8s/{path...} | cluster-nodes | GET | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-nodes | GET | spa = deny
/api/k8s/{path...} | cluster-nodes | GET | user-key = deny
/api/k8s/{path...} | cluster-nodes | GET | user-key-verified = deny
/api/k8s/{path...} | cluster-nodes | PATCH | admin-spa = deny
/api/k8s/{path...} | cluster-nodes | PATCH | cua-cli = deny
/api/k8s/{path...} | cluster-nodes | PATCH | dcr-client = deny
/api/k8s/{path...} | cluster-nodes | PATCH | empty-sub = deny
/api/k8s/{path...} | cluster-nodes | PATCH | github-oidc = deny
/api/k8s/{path...} | cluster-nodes | PATCH | oauth2-proxy = deny
/api/k8s/{path...} | cluster-nodes | PATCH | per-key-other-ns = deny
/api/k8s/{path...} | cluster-nodes | PATCH | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-nodes | PATCH | spa = deny
/api/k8s/{path...} | cluster-nodes | PATCH | user-key = deny
/api/k8s/{path...} | cluster-nodes | PATCH | user-key-verified = deny
/api/k8s/{path...} | cluster-nodes | POST | admin-spa = deny
/api/k8s/{path...} | cluster-nodes | POST | cua-cli = deny
/api/k8s/{path...} | cluster-nodes | POST | dcr-client = deny
/api/k8s/{path...} | cluster-nodes | POST | empty-sub = deny
/api/k8s/{path...} | cluster-nodes | POST | github-oidc = deny
/api/k8s/{path...} | cluster-nodes | POST | oauth2-proxy = deny
/api/k8s/{path...} | cluster-nodes | POST | per-key-other-ns = deny
/api/k8s/{path...} | cluster-nodes | POST | per-key-owned-ns = deny
/api/k8s/{path...} | cluster-nodes | POST | spa = deny
/api/k8s/{path...} | cluster-nodes | POST | user-key = deny
/api/k8s/{path...} | cluster-nodes | POST | user-key-verified = deny
/api/k8s/{path...} | cluster-nodes | QUERY | admin-spa = deny
